"","X1","adult","belongs_to_collection","budget","genres","homepage","id","imdb_id","original_language","original_title","overview","popularity","poster_path","production_companies","production_countries","release_date","revenue","runtime","spoken_languages","status","tagline","title","video","vote_average","vote_count","year"
"356",6048,"False",NA,56000000,"['Drama', 'History', 'War']",NA,16072,"tt0279111","en","Gods and Generals","The film centers mostly around the personal and professional life of Thomas ""Stonewall"" Jackson, a brilliant if eccentric Confederate general, from the outbreak of the American Civil War until its halfway point when Jackson is killed accidentally by his own soldiers in May 1863 during his greatest victory.",5.374563,"/jodqsKcMfd31vqXHCosQ8joB5Hm.jpg","[{'name': 'Warner Bros. Pictures', 'id': 174}, {'name': 'Turner Pictures', 'id': 1765}, {'name': 'Antietam Filmworks', 'id': 17462}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-02-21,12923936,214,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","The nations heart was touched by...","Gods and Generals","False",6.1,49,2003
"357",14157,"False",NA,22000000,"['Drama', 'Comedy', 'Crime']","http://theinformantmovie.warnerbros.com/",11323,"tt1130080","en","The Informant!","A rising star at agri-industry giant Archer Daniels Midland (ADM), Mark Whitacre suddenly turns whistleblower. Even as he exposes his company’s multi-national price-fixing conspiracy to the FBI, Whitacre envisions himself being hailed as a hero of the common man and handed a promotion.",11.698089,"/6882EDewH5SMvNMvET60oZv8fS4.jpg","[{'name': 'Section Eight', 'id': 129}, {'name': 'Groundswell Productions', 'id': 4205}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Participant Media', 'id': 6735}, {'name': 'Jaffe / Braunstein Enterprise', 'id': 6822}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-09-18,35424826,108,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Based on a tattle-tale.","The Informant!","False",6,305,2009
"358",7358,"False",NA,0,"['Comedy', 'Drama', 'Romance', 'Music']",NA,58467,"tt0138467","en","Girl","Andrea Marr is a bright, straight-A, mature, 18-year-old high school senior on the verge of womanhood who decides to abandon her sheltered, boring lifestyle and her bookish friend Darcy for a look into the local rock and roll scene as a groupie to local rock singer Tod Sparrow and learn more about the life of one who follows a touring band along with her new friends aspiring rock star wannabee Cybil, outgoing fellow groupie Rebecca, and music critic Kevin.",8.532861,"/ez61ADimgQxl20JNySTeMmHPZB9.jpg","[]","[]",1998-11-05,0,99,"[]","Released","A straight-A teen explores Seattle's rock scene.","Girl","False",4.7,12,1998
"359",944,"False",NA,3000000,"['Drama', 'Romance']",NA,261,"tt0051459","en","Cat on a Hot Tin Roof","Brick, an alcoholic ex-football player, drinks his days away and resists the affections of his wife, Maggie. His reunion with his father, Big Daddy, who is dying of cancer, jogs a host of memories and revelations for both father and son.",11.794846,"/2ILe9TXCB4bOcVwsV6cUChir0SR.jpg","[{'name': 'Avon Production', 'id': 100}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1958-02-17,17570324,108,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Just one pillow on her bed ... and just one desire in her heart!","Cat on a Hot Tin Roof","False",7.6,168,1958
"360",1622,"False",NA,80000000,"['Comedy', 'Family', 'Science Fiction']",NA,9574,"tt0119137","en","Flubber","Professor Phillip Brainard, an absent minded professor, works with his assistant Weebo, trying to create a substance that's a new source of energy and that will save Medfield College where his sweetheart Sara is the president. He has missed his wedding twice, and on the afternoon of his third wedding, Professor Brainard creates flubber, which allows objects to fly through the air.",7.016942,"/xrbkE6g2myJPLWxNy52yL2MJJHX.jpg","[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Great Oaks Entertainment', 'id': 2173}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-11-26,177977226,93,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Catch it if you can!","Flubber","False",5.3,707,1997
"361",4492,"False","{'id': 9521, 'name': ""Look Who's Talking Collection"", 'poster_path': '/ez7hA34uLtOuGIwZvwhlpr53tXh.jpg', 'backdrop_path': '/2jEwMXBICqARNmhFFFDu1IvmJCK.jpg'}",7500000,"['Comedy', 'Romance']",NA,9494,"tt0097778","en","Look Who's Talking","Mollie is a single working mother who's out to find the perfect father for her child. Her baby, Mikey, prefers James, a cab driver turned babysitter who has what it takes to make them both happy. But Mollie won't even consider James. It's going to take all the tricks a baby can think of to bring them together before it's too late",5.795045,"/zyq8wUKk3FVfgkYnI1IVgmypOtG.jpg","[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Management Company Entertainment Group (MCEG)', 'id': 8821}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1989-10-12,2.96e+08,93,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","He's hip, he's cool, and he's only 3 months old.","Look Who's Talking","False",5.8,546,1989
"362",3736,"False",NA,0,"['Comedy', 'Crime', 'Drama', 'Romance']",NA,45905,"tt0138681","en","The Opportunists","Vic is a struggling auto mechanic with a safe-cracking past and a lot of debt. His girlfriend runs a bar and offers to loan him the money she's saved for remodeling, but Vic is reluctant to take it. When a long-lost cousin from Ireland shows up on his doorstep, the two team up for one last heist.",0.168378,"/vjcS2jhBLTlUdaMj4Gc9Ug4nDjC.jpg","[{'name': 'Eureka Pictures', 'id': 1002}, {'name': 'Clinica Estetico', 'id': 1274}, {'name': 'Flashpoint (I)', 'id': 13495}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-05-17,0,90,"[]","Released","When crime is all you know, you've got to take what you can.","The Opportunists","False",5.5,2,2000
"363",474,"False",NA,0,"['Action', 'Thriller', 'Crime']",NA,6,"tt0107286","en","Judgment Night","While racing to a boxing match, Frank, Mike, John and Rey get more than they bargained for. A wrong turn lands them directly in the path of Fallon, a vicious, wise-cracking drug lord. After accidentally witnessing Fallon murder a disloyal henchman, the four become his unwilling prey in a savage game of cat &amp; mouse as they are mercilessly stalked through the urban jungle in this taut suspense drama",5.538671,"/lNXmgUrP6h1nD53gkFh4WDzT6RZ.jpg","[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Largo Entertainment', 'id': 1644}, {'name': 'JVC Entertainment Networks', 'id': 4248}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-10-15,12136938,110,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Don't move. Don't whisper. Don't even breathe.","Judgment Night","False",6.4,79,1993
"364",20124,"False",NA,0,"['Horror', 'Comedy']","http://johndiesattheend.com/",75761,"tt1783732","en","John Dies at the End","A new drug promises out-of-body experiences, but users are coming back changed forever, and an otherworldly invasion of Earth is underway.",9.143819,"/gmSAPITSI46LWAJ7GeR9hx3lwYl.jpg","[{'name': 'Magnet Releasing', 'id': 3595}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-01-23,0,99,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Just so you know... they're sorry for anything that's about to happen.","John Dies at the End","False",6.3,257,2012
"365",3673,"False",NA,0,"['Drama']",NA,47585,"tt0168794","en","The Five Senses","Three sets of tenants in a live/work building have daily lives and/or current stories acutely involving one or more of the five senses.",0.625332,"/nayrAf0D4uVV4RUGM57ZI9aFf59.jpg","[]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",1999-05-18,0,106,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}]","Released",NA,"The Five Senses","False",6.6,8,1999
"366",2632,"False",NA,30000,"['Comedy']",NA,24452,"tt0054033","en","The Little Shop of Horrors","Black comedy about a young man who creates a carnivorous plant and must kill in order to feed it.",4.327466,"/jXAnJjYcrWfDhyj2weQhm1gud9Z.jpg","[{'name': 'Santa Clara Productions', 'id': 34281}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1960-09-14,0,70,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","The funniest picture of the year!","The Little Shop of Horrors","False",6.2,78,1960
"367",1978,"False","{'id': 55422, 'name': 'Peter Pan Collection', 'poster_path': '/t0mINaIut2aDKdGseQtC7UcbRNW.jpg', 'backdrop_path': '/AnhKboZjfeGuHI6qg7pp9RCesTF.jpg'}",4000000,"['Animation', 'Music', 'Family', 'Adventure', 'Fantasy']",NA,10693,"tt0046183","en","Peter Pan","Leaving the safety of their nursery behind, Wendy, Michael and John follow Peter Pan to a magical world where childhood lasts forever. But while in Neverland, the kids must face Captain Hook and foil his attempts to get rid of Peter for good.",16.861533,"/aWLgUzpkVFk8OVcg5jJte5I0Ces.jpg","[{'name': 'RKO Radio Pictures', 'id': 6}, {'name': 'Walt Disney Productions', 'id': 3166}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1953-02-05,87404651,77,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","It will live in your heart forever!","Peter Pan","False",7,1380,1953
"368",18302,"False",NA,0,"['Comedy', 'Drama', 'Romance']","http://www.friendswithkids.com/#",80038,"tt1720616","en","Friends with Kids","In the wake of their friends' marriages and eventual offspring, longtime pals Julie and Jason decide to have a child together without becoming a couple. By becoming ""time-share"" parents, they reason, they can experience the joys of parenthood without significantly curbing their personal freedom. However, when Julie and Jason both become involved with others, they discover that they secretly harbor romantic feelings for each other.",7.907571,"/cADzZ9tlc4nOrUmqc3Cvokf0KcJ.jpg","[{'name': 'Locomotive', 'id': 6404}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-09-09,12186625,100,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Love. Happiness. Kids. Pick two.","Friends with Kids","False",5.7,175,2011
"369",14882,"False",NA,0,"['Mystery', 'Thriller']","http://www.fermatsroom.co.uk/",5595,"tt1016301","en","La Habitación de Fermat","Four mathematicians who do not know each other are invited by a mysterious host on the pretext of resolving a great enigma. The room in which they find themselves turns out to be a shrinking room that will crush them if they do not discover in time what connects them all and why someone might wish to murder them.",3.950545,"/3mGy3Lkd7FDcF3QN6PQDgxyd6Iy.jpg","[{'name': 'Bocaboca Producciones S.A.', 'id': 1936}, {'name': 'Notro Films', 'id': 1937}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",2007-10-07,0,88,"[{'iso_639_1': 'es', 'name': 'Español'}]","Released","Think inside the box","Fermat's Room","False",6.6,85,2007
"370",5104,"False",NA,0,"['Drama']",NA,42750,"tt0081420","en","Return of the Secaucus Seven","Seven former college friends, along with a few new friends, gather for a weekend reunion at a summer house in New Hampshire to reminisce about the good old days, when they got arrested on the way to a protest in Washington, DC.",0.492593,"/AmKpvX0l7y82jrgKrfDduikfZVd.jpg","[]","[]",1980-09-05,0,104,"[{'iso_639_1': 'en', 'name': 'English'}]","Released",NA,"Return of the Secaucus Seven","False",5.4,6,1980
"371",7537,"False",NA,4500000,"['Thriller', 'Romance', 'Drama']",NA,3547,"tt0062185","en","Reflections in a Golden Eye","Bizarre tale of sex, betrayal, and perversion at a military post.",3.13517,"/stSTnThvVpr56TQ7aJqezRqxmIv.jpg","[{'name': 'Warner Brothers/Seven Arts', 'id': 4051}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1967-10-10,0,108,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","In the loosest sense he is her husband. . .and in the loosest way she is his wife!","Reflections in a Golden Eye","False",6.1,16,1967
"372",14642,"False",NA,0,"['Drama', 'Action', 'Thriller', 'Crime']",NA,25927,"tt0976246","en","Staten Island","Sully (Ethan Hawke) is desperate to give his unborn son the chance he never had. Jasper (Seymour Cassel) wants to escape the mobsters that have infiltrated his life and business. Parmie Tarzo (Vincent D'Onofrio), a local mob boss, dreams of crushing the competition. All three men live in Staten Island... once their lives intersect, nothing will ever be the same.",10.143164,"/oRkPjfR7fHh2cM7msRRVrRQyTjP.jpg","[{'name': 'Open City Films', 'id': 547}, {'name': 'Why Not Productions', 'id': 729}, {'name': 'EuropaCorp', 'id': 6896}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'FR', 'name': 'France'}]",2009-02-07,0,96,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pt', 'name': 'Português'}]","Released",NA,"Staten Island","False",6.4,23,2009
"373",4644,"False",NA,40000000,"['Action', 'Comedy', 'Thriller']",NA,2185,"tt0246464","en","Big Trouble","The story of how a mysterious suitcase brings together, and changes, the lives of a divorced dad, an unhappy housewife, two hitmen, a pair of street thugs, two love struck teens, two FBI men and a psychedelic toad. Based on Pulitzer Prize-winning humorist Dave Barry's best-selling first novel, ""Big Trouble.""",5.761051,"/h844gBztdYMLrroUen6qbsomrGx.jpg","[{'name': 'Touchstone Pictures', 'id': 9195}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-04-05,8493890,85,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","They have forty-five minutes to save the world. They need forty-six.","Big Trouble","False",6.3,82,2002
"374",1965,"False",NA,0,"['Drama']",NA,26648,"tt0071910","en","Il portiere di notte","In this unsettling drama from Italian filmmaker Liliana Cavani, a concentration camp survivor discovers her former torturer and lover working as a porter at a hotel in postwar Vienna. When the couple attempt to re-create their sadomasochistic relationship, his former SS comrades begin to stalk them. Operatic and disturbing, The Night Porter deftly examines the lasting social and psychological effects of the Nazi regime.",4.266305,"/qrUtVZB0yTCzfz4DdmsKRdmjtFQ.jpg","[{'name': 'Ital-Noleggio Cinematografico', 'id': 4990}, {'name': 'Lotar Film Productions', 'id': 4991}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",1974-04-03,0,118,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","The Most Controversial Picture of Our Time!","The Night Porter","False",6.6,53,1974
"375",24728,"False",NA,0,"['Romance', 'Comedy']","http://www.magpictures.com/lifepartners/",260001,"tt2870808","en","Life Partners","A 29-year-old lawyer  and her lesbian best friend experience a dramatic shift in their longtime bond after one enters a serious relationship",4.782116,"/i0HIFCSIGB3RibSqwV9JojubOSS.jpg","[{'name': 'Haven Entertainment', 'id': 19548}, {'name': 'Sandia Media', 'id': 25706}, {'name': 'Minerva Productions', 'id': 37578}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-12-05,8265,95,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","One guy can ruin the perfect relationship.","Life Partners","False",6.1,108,2014
"376",436,"False",NA,6900000,"['Comedy', 'Drama']",NA,9571,"tt0106677","en","Dazed and Confused","The adventures of a group of Texas teens on their last day of school in 1976, centering on student Randall Floyd, who moves easily among stoners, jocks and geeks. Floyd is a star athlete, but he also likes smoking weed, which presents a conundrum when his football coach demands he sign a ""no drugs"" pledge.",6.8652,"/ksw0G7zSM98rKZWNwl5EuEgpXpt.jpg","[{'name': 'Gramercy Pictures', 'id': 37}, {'name': 'Alphaville Productions', 'id': 6556}, {'name': 'The Criterion Collection', 'id': 10932}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-09-24,7993039,102,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","See it with a bud.","Dazed and Confused","False",7.4,588,1993
"377",8443,"False",NA,0,"['Crime', 'Drama', 'Mystery', 'Thriller']",NA,20246,"tt0038991","en","The Stranger","Wilson of the War Crimes Commission is seeking Franz Kindler, mastermind of the Holocaust, who has effectively erased his identity. Wilson releases Kindler's former comrade Meinike and follows him to Harper, Connecticut, where he is killed before he can identify Kindler. Now Wilson's only clue is Kindler's fascination with antique clocks; but, though Kindler seems secure in his new identity, he feels his past closing in.",6.749799,"/3X1HqFuh0j9ayG3kq7VXFuPKAwY.jpg","[{'name': 'International Pictures', 'id': 3257}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1946-05-25,0,96,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","The Most Deceitful Man A Woman Ever Loved !","The Stranger","False",7,71,1946
"378",10957,"False",NA,50000000,"['Comedy']",NA,9530,"tt0449089","en","RV","Climbing aboard their mammoth recreational vehicle for a cross-country road trip to the Colorado Rockies, the McNeive family – led by dysfunctional patriarch, Bob – prepares for the adventure of a lifetime. But spending two weeks together in one seriously small space has a way of cramping their style.",11.511424,"/eqV0JjfwcEJuK3JPZ2rsNvS1p30.jpg","[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Intermedia Films', 'id': 763}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Red Wagon Entertainment', 'id': 14440}, {'name': 'IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG', 'id': 19116}, {'name': 'RV Camping Productions Ltd.', 'id': 93603}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2006-04-28,87528173,99,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","One Family. Eight Wheels. No brakes.","RV","False",5.6,503,2006
"379",2013,"False","{'id': 115225, 'name': 'Children of the Corn Collection', 'poster_path': '/v6auJblMcNxUmZx23mQXMHmzyY3.jpg', 'backdrop_path': '/g4aK8Up5zSegesJdMYbxDcndn20.jpg'}",800000,"['Drama', 'Fantasy', 'Horror', 'Thriller']",NA,10823,"tt0087050","en","Children of the Corn","A boy preacher named Isaac goes to a town in Nebraska called Gatlin and gets all the children to murder every adult in town.",11.84696,"/zH77CDSRPeYfZZJyyKSt84j62m8.jpg","[{'name': 'Hal Roach Studios', 'id': 2159}, {'name': 'Cinema Group', 'id': 5093}, {'name': 'Planet Productions', 'id': 6562}, {'name': 'Angeles Entertainment Group', 'id': 12591}, {'name': 'Inverness Productions', 'id': 12592}, {'name': 'Gatlin', 'id': 52197}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1984-03-09,1.4e+07,93,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pt', 'name': 'Português'}, {'iso_639_1': 'es', 'name': 'Español'}]","Released","In their world adults are not allowed... to live.","Children of the Corn","False",5.6,243,1984
"380",1529,"False",NA,30000000,"['Crime', 'Drama']",NA,22073,"tt0119311","en","Hoodlum","In 1934, the second most lucrative business in New York City was running ""the numbers"". When, Madam Queen, the powerful woman who runs the scam in Harlem, is arrested. Ellsworth ""Bumpy"" Johnson takes over the business and must resist against the invasion from merciless mobster Dutch Shultz.",2.384882,"/pl4S4tU4qcXp9wBHnJCso2xcq8P.jpg","[{'name': 'United Artists Pictures', 'id': 16685}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-08-27,0,130,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Power is measured in enemies.","Hoodlum","False",6.5,33,1997
"381",3982,"False",NA,0,"['Drama']",NA,71881,"tt0093029","en","Five Corners","A psychotic young man returns to his old neighborhood after release from prison. He seeks out the woman he previously tried to rape and the man who protected her, with twisted ideas of love for her and hate for him.",5.939428,"/aU6s2SrCineQnAWqCHdTwUGVc1z.jpg","[{'name': 'Cineplex-Odeon Films', 'id': 5231}, {'name': 'HandMade Films', 'id': 20076}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1987-09-11,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Friends last forever. Goodness is its own reward. ...And there ain't no Indians in the Bronx.","Five Corners","False",5.5,15,1987
"382",7335,"False",NA,650000,"['Fantasy', 'Comedy', 'Music', 'Romance']",NA,44864,"tt0073822","sv","Trollflöjten","The Queen of the Night enlists a handsome prince named Tamino to rescue her beautiful kidnapped daughter, Princess Pamina, in this screen adaptation of the beloved Mozart opera. Aided by the lovelorn bird hunter Papageno and a magical flute that holds the power to change the hearts of men, young Tamino embarks on a quest for true love, leading to the evil Sarastro's temple where Pamina is held captive.",0.658086,"/3N0L2ijwcVjRLJRSXbv3AKT2Vnt.jpg","[{'name': 'Sveriges Radio', 'id': 35673}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}]",1975-01-01,0,134,"[{'iso_639_1': 'sv', 'name': 'svenska'}]","Released","We only see Bergman, we only hear Mozart","The Magic Flute","False",7.1,15,1975
"383",5734,"False","{'id': 645, 'name': 'James Bond Collection', 'poster_path': '/HORpg5CSkmeQlAolx3bKMrKgfi.jpg', 'backdrop_path': '/6VcVl48kNKvdXOZfJPdarlUGOsk.jpg'}",140000000,"['Adventure', 'Action', 'Thriller']","http://www.mgm.com/view/movie/232/Die-Another-Day/",36669,"tt0246460","en","Die Another Day","Bond takes on a North Korean leader who undergoes DNA replacement procedures that allow him to assume different identities. American agent, Jinx Johnson assists Bond in his attempt to thwart the villain's plans to exploit a satellite that is powered by solar energy.",12.996474,"/1iUZqUXS7x5FcGM5J0u01xuObWC.jpg","[{'name': 'Eon Productions', 'id': 7576}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-11-17,431971116,133,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ko', 'name': '한국어/조선말'}, {'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'is', 'name': 'Íslenska'}, {'iso_639_1': 'it', 'name': 'Italiano'}]","Released","He’s never been cooler.","Die Another Day","False",5.8,1112,2002
"384",6127,"False",NA,0,"['Comedy']",NA,9776,"tt0325537","en","Head of State","When a presidential candidate dies unexpectedly in the middle of the campaign, the Democratic party unexpectedly picks a Washington, D.C. alderman, Mays Gilliam (Rock) as his replacement .",3.363245,"/r9d0j0zEYk9j4xkZF4eOj155G9b.jpg","[{'name': 'DreamWorks SKG', 'id': 27}, {'name': '3 Arts Entertainment', 'id': 36390}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-01-01,0,95,"[{'iso_639_1': 'en', 'name': 'English'}]","Released",NA,"Head of State","False",5.3,71,2003
"385",1270,"False",NA,0,"['Comedy']",NA,61536,"tt0116601","en","I'm Not Rappaport","Old Nat Moyer is a talker, a philosopher, and a troublemaker with a fanciful imagination. His companion is Midge Carter, who is half-blind, but still the super of an apartment house. When he is threatened with retirement, Nat battles on his behalf. Nat also takes on his daughter, a drug dealer, and a mugger in this appealing version of a really 'odd couple'.",0.659056,"/xgCiW1oDaJM2zZWrHLlqO3Q8ABm.jpg","[{'name': 'Greenestreet Films', 'id': 2150}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-12-24,0,135,"[{'iso_639_1': 'en', 'name': 'English'}]","Released",NA,"I'm Not Rappaport","False",6.2,8,1996
"386",7539,"False",NA,0,"['Comedy', 'Drama']",NA,42179,"tt0080140","en","Wise Blood","A Southerner--young, poor, ambitious but uneducated--determines to become something in the world. He decides that the best way to do that is to become a preacher and start up his own church.",1.323923,"/vCDVF7h9RJvwmdq3qsrbZoukqQN.jpg","[{'name': 'Ithaca Pictures', 'id': 11765}, {'name': 'Anthea', 'id': 17286}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1979-10-01,0,106,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","An American Masterpiece!","Wise Blood","False",6.5,22,1979
"387",2702,"False","{'id': 123251, 'name': 'Iron Eagle Collection', 'poster_path': '/bAXtdm522B1kVaripFoZLJRU7Ba.jpg', 'backdrop_path': None}",0,"['Action', 'Thriller']",NA,2038,"tt0103617","en","Iron Eagle III","Chappy discovers a drug-smuggling scheme at his own air base. It turns out that the lives of some village people in Peru are at stake, and he decides to fly there with ancient airplanes and friends to free them.",8.48487,"/qPdxlQGQ4SUpDU2CPpXODeqPDkv.jpg","[{'name': 'Seven Arts Pictures', 'id': 14159}, {'name': 'Carolco Pictures', 'id': 14723}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1992-01-09,0,98,"[{'iso_639_1': 'en', 'name': 'English'}]","Released",NA,"Iron Eagle III","False",3.6,15,1992
"388",2183,"False",NA,17000000,"['Comedy']",NA,9429,"tt0120770","en","A Night at the Roxbury","Despite being well into adulthood, brothers Doug and Steve Butabi still live at home and work in the flower shop owned by their dad. They exist only to hit on women at discos, though they're routinely unsuccessful until a chance run-in with Richard Grieco gets them inside the swank Roxbury club. Mistaken for high rollers, they meet their dream women, Vivica and Cambi, and resolve to open a club of their own.",12.480685,"/2FtgYPCD47IZ1yUgr05Zn87M98o.jpg","[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'SNL Studios', 'id': 2822}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-10-01,30331165,81,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Score!","A Night at the Roxbury","False",5.9,202,1998
"389",2617,"False",NA,0,"['Drama', 'Romance']",NA,1628,"tt0055032","fr","Jules et Jim","In Paris, before WWI, two friends, Jules (Austrian) and Jim (French) fall in love with the same woman, Catherine. But Catherine loves and marries Jules. After the war, when they meet again in Germany, Catherine starts to love Jim... This is the story of three people in love, a love which does not affect their friendship, and about how their relationship evolves with the years.",5.979791,"/x4DeQiDAfPG3IMe1jKUcn8l9rUV.jpg","[{'name': 'Les Films du Carrosse', 'id': 53}, {'name': 'Sédif Productions (as S.E.D.I.F.)', 'id': 22657}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1962-01-23,0,105,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]","Released","A Hymn to Life and Love","Jules and Jim","False",7.6,163,1962
"390",12185,"False",NA,35000000,"['Action', 'Adventure', 'Drama', 'History']",NA,4515,"tt0891527","en","Lions for Lambs","Three stories told simultaneous in ninety minutes of real time: a Republican Senator who's a presidential hopeful gives an hour-long interview to a skeptical television reporter, detailing a strategy for victory in Afghanistan; two special forces ambushed on an Afghani ridge await rescue as Taliban forces close in; a poli-sci professor at a California college invites a student to re-engage.",5.80986,"/iLuo4swOCHF2a8BlaxXZGdqETUs.jpg","[{'name': 'Cruise/Wagner Productions', 'id': 44}, {'name': 'United Artists', 'id': 60}, {'name': 'Wildwood Enterprises', 'id': 316}, {'name': 'Andell Entertainment', 'id': 1683}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Brat Na Pont Productions', 'id': 21911}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-10-22,63215872,92,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","If you don't STAND for something, you might FALL for anything.","Lions for Lambs","False",6,223,2007
"391",27862,"False",NA,447524,"['Drama', 'Comedy']",NA,308638,"tt3534602","en","The D Train","With his 20th reunion looming, Dan can’t shake his high school insecurities. In a misguided mission to prove he’s changed, Dan rekindles a friendship with the popular guy from his class and is left scrambling to protect more than just his reputation when a wild night takes an unexpected turn.",3.993759,"/dbktSEvfDgrC8iXokAO4Tihjd6N.jpg","[{'name': 'Ealing Studios', 'id': 2650}, {'name': 'Electric Dynamite', 'id': 5717}, {'name': 'Rip Cord Productions', 'id': 21623}, {'name': 'Londinium Films', 'id': 61933}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-05-08,771317,101,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Every reunion needs a hero","The D Train","False",4.5,79,2015
